Gene Symbol,Gene ID,Disease Name,Disease ID,Direct Evidence,Inference Network,Inference Score,Reference Count
ZNF395,55893,Schizophrenia,MESH:D012559,,Carbamazepine|Valproic Acid,4.09,3
AAAS,8086,Schizophrenia,MESH:D012559,,Phenobarbital|Valproic Acid,4.08,3
ABCB5,340273,"Schizophrenia, Paranoid",MESH:D012563,,Chlorpromazine,4.08,4
ADIPOR2,79602,"Schizophrenia, Catatonic",MESH:D012560,,Chlorpromazine,4.08,1
ALG14,199857,Schizophrenia,MESH:D012559,,Phenobarbital|Valproic Acid,4.08,3
ANKRD17,26057,Schizophrenia,MESH:D012559,,Phenobarbital|Valproic Acid,4.08,3
CA2,760,"Schizophrenia, Catatonic",MESH:D012560,,Lithium,4.08,1
CCDC85B,11007,Schizophrenia,MESH:D012559,,Phenobarbital|Valproic Acid,4.08,3
CHRND,1144,Schizophrenia,MESH:D012559,,Smoke|Valproic Acid,4.08,3
CUL5,8065,Schizophrenia,MESH:D012559,,Phenobarbital|Valproic Acid,4.08,3
CYP4F2,8529,"Schizophrenia, Paranoid",MESH:D012563,,Amitriptyline,4.08,1
ETNK2,55224,Schizophrenia,MESH:D012559,,Phenobarbital|Valproic Acid,4.08,3
FOLR1,2348,"Schizophrenia, Catatonic",MESH:D012560,,Chlorpromazine,4.08,1
GTF2A1,2957,Schizophrenia,MESH:D012559,,Phenobarbital|Valproic Acid,4.08,3
H2-AA,14960,Schizophrenia,MESH:D012559,,Phenobarbital|Valproic Acid,4.08,3
HPRT1,3251,"Schizophrenia, Catatonic",MESH:D012560,,Lithium,4.08,1
ICK,22858,Schizophrenia,MESH:D012559,,Phenobarbital|Valproic Acid,4.08,3
IFNAR2,3455,Schizophrenia,MESH:D012559,,Smoke|Valproic Acid,4.08,3
LGALS7,3963,Schizophrenia,MESH:D012559,,Smoke|Valproic Acid,4.08,3
MYBL2,4605,"Schizophrenia, Catatonic",MESH:D012560,,Chlorpromazine,4.08,1
MYO5C,55930,Schizophrenia,MESH:D012559,,Smoke|Valproic Acid,4.08,3
NAP1L5,266812,Schizophrenia,MESH:D012559,,Smoke|Valproic Acid,4.08,3
NPPB,4879,"Schizophrenia, Paranoid",MESH:D012563,,donepezil,4.08,1
PBRM1,55193,Schizophrenia,MESH:D012559,,Phenobarbital|Valproic Acid,4.08,3
PDE6A,5145,"Schizophrenia, Paranoid",MESH:D012563,,Chlorpromazine,4.08,4
PGAP1,80055,Schizophrenia,MESH:D012559,,Phenobarbital|Valproic Acid,4.08,3
PLA2G4A,5321,"Schizophrenia, Catatonic",MESH:D012560,,Lithium,4.08,1
RAB13,5872,Schizophrenia,MESH:D012559,,Phenobarbital|Valproic Acid,4.08,3
SCGB1A1,7356,Schizophrenia,MESH:D012559,,Copper|Plant Preparations,4.08,2
SEMA6A,57556,"Schizophrenia, Paranoid",MESH:D012563,,Amitriptyline,4.08,1
SKA3,221150,Schizophrenia,MESH:D012559,,Folic Acid|Valproic Acid,4.08,4
TC2N,123036,Schizophrenia,MESH:D012559,,Smoke|Valproic Acid,4.08,3
TEP1,7011,Schizophrenia,MESH:D012559,,Phenobarbital|Valproic Acid,4.08,3
TINAG,27283,Schizophrenia,MESH:D012559,,Phenobarbital|Valproic Acid,4.08,3
TJP1,7082,"Schizophrenia, Catatonic",MESH:D012560,,Lithium,4.08,1
TUBE1,51175,Schizophrenia,MESH:D012559,,Phenobarbital|Valproic Acid,4.08,3
TYRR,42136,Schizophrenia,MESH:D012559,,Clonidine,4.08,1
ZBTB44,29068,Schizophrenia,MESH:D012559,,Phenobarbital|Valproic Acid,4.08,3
ACACB,32,"Schizophrenia, Catatonic",MESH:D012560,,Chlorpromazine,4.07,1
ACER2,340485,Schizophrenia,MESH:D012559,,Folic Acid|Methionine,4.07,3
ANXA5,308,"Schizophrenia, Catatonic",MESH:D012560,,Lithium,4.07,1
ATAD5,79915,Schizophrenia,MESH:D012559,,Cocaine|Valproic Acid,4.07,3
B3GALT5-AS1,114041,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,4.07,2
BACH1,571,"Schizophrenia, Catatonic",MESH:D012560,,Chlorpromazine,4.07,1
DDIT3,1649,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine|Chlorpromazine,4.07,6
EPD,30199,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,4.07,2
FGF14-AS2,283481,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,4.07,2
GNAS,2778,"Schizophrenia, Catatonic",MESH:D012560,,Clozapine,4.07,1
IFI44L,10964,Schizophrenia,MESH:D012559,,S-Adenosylmethionine|Valproic Acid,4.07,3
KCNE1L,66240,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,4.07,2
LGALS9,3965,Schizophrenia,MESH:D012559,,Lipopolysaccharides|Methamphetamine,4.07,6
MAPKAPK2,9261,"Schizophrenia, Catatonic",MESH:D012560,,Chlorpromazine,4.07,1
MOBP,4336,"Schizophrenia, Paranoid",MESH:D012563,,Clozapine,4.07,26
OGG1,4968,"Schizophrenia, Catatonic",MESH:D012560,,Lithium,4.07,1
PCP4,5121,Schizophrenia,MESH:D012559,,Cocaine|Valproic Acid,4.07,3
PRR36,80164,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,4.07,2
PTH,5741,"Schizophrenia, Paranoid",MESH:D012563,,Lithium Carbonate,4.07,1
RASA3,22821,Schizophrenia,MESH:D012559,,Caffeine|Valproic Acid,4.07,3
SCN10A,6336,Schizophrenia,MESH:D012559,,Cocaine|Valproic Acid,4.07,3
SEMA4A,64218,Schizophrenia,MESH:D012559,,Cocaine|Valproic Acid,4.07,3
SLC45A3,85414,Schizophrenia,MESH:D012559,,Copper|Phenobarbital,4.07,2
TMEM99,147184,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,4.07,2
TRF,22041,"Schizophrenia, Paranoid",MESH:D012563,,Haloperidol,4.07,4
TUBA3C,7278,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,4.07,2
UBE2T,29089,"Schizophrenia, Catatonic",MESH:D012560,,Chlorpromazine,4.07,1
USP10,9100,Schizophrenia,MESH:D012559,,Folic Acid|Methionine,4.07,3
ZNF16,7564,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,4.07,2
ABCD2,225,"Schizophrenia, Paranoid",MESH:D012563,,Amitriptyline,4.06,1
ACP2,53,Schizophrenia,MESH:D012559,,Carbamazepine|Phenobarbital,4.06,2
ACSF3,197322,"Schizophrenia, Paranoid",MESH:D012563,,Chlorpromazine,4.06,4
AKAP8L,26993,Schizophrenia,MESH:D012559,,Methamphetamine|Valproic Acid,4.06,7
ARIH2,10425,Schizophrenia,MESH:D012559,,Carbamazepine|Valproic Acid,4.06,3
BCCIP,56647,Schizophrenia,MESH:D012559,,Copper|Valproic Acid,4.06,3
BGLAP,632,Schizophrenia,MESH:D012559,,gamma-Aminobutyric Acid|Valproic Acid|Vitamin D,4.06,8
BGN,633,"Schizophrenia, Paranoid",MESH:D012563,,Diazepam,4.06,2
CDC25A,993,"Schizophrenia, Paranoid",MESH:D012563,,Thioridazine,4.06,2
CDC37,11140,Schizophrenia,MESH:D012559,,Copper|Valproic Acid,4.06,3
CFH,3075,"Schizophrenia, Catatonic",MESH:D012560,,Chlorpromazine,4.06,1
CHRNA1,1134,Schizophrenia,MESH:D012559,,Lipopolysaccharides|Valproic Acid,4.06,3
COMMD3,23412,Schizophrenia,MESH:D012559,,Carbamazepine|Valproic Acid,4.06,3
CXCL5,6374,"Schizophrenia, Catatonic",MESH:D012560,,Clozapine,4.06,1
CYBRD1,79901,Schizophrenia,MESH:D012559,,Copper|Valproic Acid,4.06,3
DNAJC7,7266,Schizophrenia,MESH:D012559,,Carbamazepine|Valproic Acid,4.06,3
EMG1,10436,Schizophrenia,MESH:D012559,,Carbamazepine|Valproic Acid,4.06,3
FCGR2B,2213,"Schizophrenia, Catatonic",MESH:D012560,,Chlorpromazine,4.06,1
FECH,2235,"Schizophrenia, Catatonic",MESH:D012560,,Chlorpromazine,4.06,1
FGL2,10875,Schizophrenia,MESH:D012559,,S-Adenosylmethionine|Phenobarbital,4.06,2
IFNLR1,163702,"Schizophrenia, Paranoid",MESH:D012563,,Chlorpromazine,4.06,4
IRF2BPL,64207,Schizophrenia,MESH:D012559,,Lipopolysaccharides|Valproic Acid,4.06,3
IRF4,3662,Schizophrenia,MESH:D012559,,Lipopolysaccharides|Valproic Acid,4.06,3
KEAP1A,321837,"Schizophrenia, Paranoid",MESH:D012563,,Chlorpromazine,4.06,4
KIF21B,23046,Schizophrenia,MESH:D012559,,Lipopolysaccharides|Valproic Acid,4.06,3
LIPO1,329055,Schizophrenia,MESH:D012559,,Tetrachloroethylene,4.06,1
LPAR3,23566,Schizophrenia,MESH:D012559,,Lipopolysaccharides|Valproic Acid,4.06,3
MAO,404730,"Schizophrenia, Paranoid",MESH:D012563,,Chlorpromazine,4.06,4
METTL21B,100504608,Schizophrenia,MESH:D012559,,Tetrachloroethylene,4.06,1
MPRIP,23164,Schizophrenia,MESH:D012559,,Methamphetamine|Valproic Acid,4.06,7
MTHFR,4524,"Schizophrenia, Catatonic",MESH:D012560,,Clozapine,4.06,1
MYL10,93408,"Schizophrenia, Paranoid",MESH:D012563,,Chlorpromazine,4.06,4
NPEPL1,79716,Schizophrenia,MESH:D012559,,Copper|Valproic Acid,4.06,3
NPHS2,7827,"Schizophrenia, Paranoid",MESH:D012563,,Amitriptyline,4.06,1
PANX2,56666,Schizophrenia,MESH:D012559,,Copper|Valproic Acid,4.06,3
PCDHA1,56147,Schizophrenia,MESH:D012559,,Cannabidiol,4.06,1
POP1,10940,Schizophrenia,MESH:D012559,,Copper|Valproic Acid,4.06,3
PTGDR,5729,Schizophrenia,MESH:D012559,,Lipopolysaccharides|Valproic Acid,4.06,3
PXDC1,221749,Schizophrenia,MESH:D012559,,Copper|Valproic Acid,4.06,3
RAB10,10890,"Schizophrenia, Paranoid",MESH:D012563,,Haloperidol,4.06,4
RAB17,64284,Schizophrenia,MESH:D012559,,Carbamazepine|Valproic Acid,4.06,3
RARS,5917,Schizophrenia,MESH:D012559,,Copper|Valproic Acid,4.06,3
RNF183,138065,"Schizophrenia, Paranoid",MESH:D012563,,Chlorpromazine,4.06,4
RPL18A,6142,Schizophrenia,MESH:D012559,,Copper|Valproic Acid,4.06,3
SAC3D1,29901,Schizophrenia,MESH:D012559,,Copper|Valproic Acid,4.06,3
SEC11C,90701,Schizophrenia,MESH:D012559,,Copper|Valproic Acid,4.06,3
SLC1A5,6510,"Schizophrenia, Catatonic",MESH:D012560,,Chlorpromazine,4.06,1
TCF7L1,83439,Schizophrenia,MESH:D012559,,Carbamazepine|Valproic Acid,4.06,3
TCN2,6948,Schizophrenia,MESH:D012559,,Valproic Acid|Vitamin B 12,4.06,3
TMEM117,84216,Schizophrenia,MESH:D012559,,Copper|Valproic Acid,4.06,3
TMX1,81542,Schizophrenia,MESH:D012559,,Methamphetamine|Valproic Acid,4.06,7
TRMT44,152992,"Schizophrenia, Paranoid",MESH:D012563,,Chlorpromazine,4.06,4
TTPAL,79183,Schizophrenia,MESH:D012559,,Methamphetamine|Valproic Acid,4.06,7
WBSCR22,431053,Schizophrenia,MESH:D012559,,Tetrachloroethylene,4.06,1
AKR1C4,1109,"Schizophrenia, Paranoid",MESH:D012563,,Diazepam,4.05,2
ANXA2,302,"Schizophrenia, Catatonic",MESH:D012560,,Lithium,4.05,1
CYP2K5,100137012,Schizophrenia,MESH:D012559,,Dehydroepiandrosterone,4.05,1
CYP3A7,1551,"Schizophrenia, Catatonic",MESH:D012560,,Chlorpromazine,4.05,1
DHCR7,1717,"Schizophrenia, Catatonic",MESH:D012560,,Clozapine,4.05,1
FDPS,2224,"Schizophrenia, Catatonic",MESH:D012560,,Clozapine,4.05,1
GPX4A,352928,Schizophrenia,MESH:D012559,,Dehydroepiandrosterone,4.05,1
H2AFY,9555,"Schizophrenia, Paranoid",MESH:D012563,,Amitriptyline,4.05,1
HSPA1B,3304,"Schizophrenia, Catatonic",MESH:D012560,,Lithium,4.05,1
HSPA9,3313,"Schizophrenia, Catatonic",MESH:D012560,,Lithium,4.05,1
MAST4,375449,Schizophrenia,MESH:D012559,,Smoke|Valproic Acid,4.05,3
MBP,4155,"Schizophrenia, Catatonic",MESH:D012560,,Clozapine,4.05,1
PENK,5179,"Schizophrenia, Catatonic",MESH:D012560,,Clozapine,4.05,1
RAB11A,8766,"Schizophrenia, Paranoid",MESH:D012563,,Haloperidol,4.05,4
RIMS1,22999,"Schizophrenia, Paranoid",MESH:D012563,,Haloperidol,4.05,4
RPS6KB1,6198,"Schizophrenia, Paranoid",MESH:D012563,,Trifluoperazine,4.05,2
XIST,7503,Schizophrenia,MESH:D012559,,Folic Acid|Valproic Acid,4.05,4
AIMP2,7965,Schizophrenia,MESH:D012559,,Phenobarbital|Valproic Acid,4.04,3
ARHGEF9,23229,"Schizophrenia, Paranoid",MESH:D012563,,Clozapine,4.04,26
ARL3,403,"Schizophrenia, Paranoid",MESH:D012563,,Haloperidol,4.04,4
BLCAP,10904,Schizophrenia,MESH:D012559,,Phenobarbital|Valproic Acid,4.04,3
C1GALT1,56913,Schizophrenia,MESH:D012559,,Phenobarbital|Valproic Acid,4.04,3
CD5L,922,Schizophrenia,MESH:D012559,,Lipopolysaccharides|Phenobarbital,4.04,2
CDC37L1,55664,Schizophrenia,MESH:D012559,,Phenobarbital|Valproic Acid,4.04,3
CES1E,13897,Schizophrenia,MESH:D012559,,Lipopolysaccharides|Phenobarbital,4.04,2
DCD,117159,Schizophrenia,MESH:D012559,,Eicosapentaenoic Acid,4.04,1
DDX3Y,8653,Schizophrenia,MESH:D012559,,Phenobarbital|Valproic Acid,4.04,3
DISC1,27185,"Schizophrenia, Paranoid",MESH:D012563,,Clozapine,4.04,26
EGL-30,171751,Schizophrenia,MESH:D012559,,Fluoxetine,4.04,1
EPM2AIP1,9852,Schizophrenia,MESH:D012559,,Phenobarbital|Valproic Acid,4.04,3
ETS2,2114,"Schizophrenia, Catatonic",MESH:D012560,,Chlorpromazine,4.04,1
FAM69C,125704,"Schizophrenia, Paranoid",MESH:D012563,,Chlorpromazine,4.04,4
GNB3,2784,"Schizophrenia, Paranoid",MESH:D012563,,Clozapine,4.04,26
GPAT3,84803,"Schizophrenia, Catatonic",MESH:D012560,,Chlorpromazine,4.04,1
GSAP,54103,Schizophrenia,MESH:D012559,,Phenobarbital|Valproic Acid,4.04,3
HIRIP3,8479,Schizophrenia,MESH:D012559,,Phenobarbital|Valproic Acid,4.04,3
HPX,3263,"Schizophrenia, Catatonic",MESH:D012560,,Chlorpromazine,4.04,1
KAT14,57325,Schizophrenia,MESH:D012559,,Phenobarbital|Valproic Acid,4.04,3
KIF3A,11127,Schizophrenia,MESH:D012559,,Cocaine|Valproic Acid,4.04,3
LRRK2,120892,Schizophrenia,MESH:D012559,,Dopamine|Valproic Acid,4.04,3
MAGI2,9863,Schizophrenia,MESH:D012559,marker/mechanism,Valproic Acid|Venlafaxine Hydrochloride,4.04,4
MAP3K2,10746,Schizophrenia,MESH:D012559,,Phenobarbital|Valproic Acid,4.04,3
MLKL,197259,Schizophrenia,MESH:D012559,,Phenobarbital|Valproic Acid,4.04,3
MMP16,4325,"Schizophrenia, Paranoid",MESH:D012563,,Amitriptyline,4.04,1
NAA50,80218,Schizophrenia,MESH:D012559,,Phenobarbital|Valproic Acid,4.04,3
NFX1,4799,Schizophrenia,MESH:D012559,,Phenobarbital|Valproic Acid,4.04,3
OAS2,4939,Schizophrenia,MESH:D012559,,Lipopolysaccharides|Methamphetamine,4.04,6
OLA1,29789,Schizophrenia,MESH:D012559,,Cocaine|Valproic Acid,4.04,3
PDP2,57546,Schizophrenia,MESH:D012559,,Ketamine|Phenobarbital,4.04,4
PVALB8,360208,"Schizophrenia, Paranoid",MESH:D012563,,Chlorpromazine,4.04,4
RASGEF1B,153020,Schizophrenia,MESH:D012559,,Phenobarbital|Valproic Acid,4.04,3
RCOR3,55758,Schizophrenia,MESH:D012559,,Phenobarbital|Valproic Acid,4.04,3
RIOK2,55781,Schizophrenia,MESH:D012559,,Phenobarbital|Valproic Acid,4.04,3
RPS16,6217,Schizophrenia,MESH:D012559,,Cocaine|Copper,4.04,2
RREB1,6239,Schizophrenia,MESH:D012559,,Phenobarbital|Valproic Acid,4.04,3
SIK1,150094,"Schizophrenia, Catatonic",MESH:D012560,,Chlorpromazine,4.04,1
SLC1A2,6506,"Schizophrenia, Catatonic",MESH:D012560,,Clozapine,4.04,1
SMPD2,6610,Schizophrenia,MESH:D012559,,Phenobarbital|Valproic Acid,4.04,3
SOD3,6649,"Schizophrenia, Catatonic",MESH:D012560,,Clozapine,4.04,1
SREK1,140890,Schizophrenia,MESH:D012559,,Phenobarbital|Valproic Acid,4.04,3
TMED7,51014,Schizophrenia,MESH:D012559,,Phenobarbital|Valproic Acid,4.04,3
TRPC3,7222,Schizophrenia,MESH:D012559,,Caffeine|Valproic Acid,4.04,3
ZBTB21,49854,Schizophrenia,MESH:D012559,,Phenobarbital|Valproic Acid,4.04,3
ZMYND11,10771,Schizophrenia,MESH:D012559,,Phenobarbital|Valproic Acid,4.04,3
ABCG8,64241,"Schizophrenia, Catatonic",MESH:D012560,,Chlorpromazine,4.03,1
ALPK2,115701,Schizophrenia,MESH:D012559,,Cytarabine|Valproic Acid,4.03,3
ATP2A1L,494489,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,4.03,2
BBX,56987,Schizophrenia,MESH:D012559,,Homocysteine|Valproic Acid,4.03,3
BGLAP,632,"Schizophrenia, Paranoid",MESH:D012563,,Magnesium,4.03,1
C14ORF39,317761,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,4.03,2
C15ORF61,145853,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,4.03,2
C19ORF54,284325,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,4.03,2
C4B,721,"Schizophrenia, Paranoid",MESH:D012563,,olanzapine,4.03,8
CD22,933,Schizophrenia,MESH:D012559,,Smoke|Valproic Acid,4.03,3
CENPBD1,92806,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,4.03,2
CLMP,79827,Schizophrenia,MESH:D012559,,Ketamine|Valproic Acid,4.03,5
GPRC5B,51704,Schizophrenia,MESH:D012559,,Smoke|Valproic Acid,4.03,3
GULO,268756,Schizophrenia,MESH:D012559,,Phenobarbital|Plant Preparations,4.03,2
HDAC8,55869,Schizophrenia,MESH:D012559,,Methamphetamine|Valproic Acid,4.03,7
HSP90B1,7184,"Schizophrenia, Catatonic",MESH:D012560,,Lithium,4.03,1
HSPE1,3336,Schizophrenia,MESH:D012559,,Caffeine|Phenobarbital|Valproic Acid,4.03,4
HTATIP2,10553,"Schizophrenia, Catatonic",MESH:D012560,,Chlorpromazine,4.03,1
ITIH4,3700,"Schizophrenia, Paranoid",MESH:D012563,,olanzapine,4.03,8
MFAP3L,9848,Schizophrenia,MESH:D012559,,Lipopolysaccharides|Valproic Acid,4.03,3
MITF,4286,"Schizophrenia, Catatonic",MESH:D012560,,Chlorpromazine,4.03,1
MSH3,4437,Schizophrenia,MESH:D012559,,Chlorpromazine|Valproic Acid,4.03,25
NAGA,4668,Schizophrenia,MESH:D012559,,Lipopolysaccharides|Valproic Acid,4.03,3
PGM2,55276,Schizophrenia,MESH:D012559,,Lipopolysaccharides|Valproic Acid,4.03,3
PHLDA2,7262,"Schizophrenia, Catatonic",MESH:D012560,,Chlorpromazine,4.03,1
PRPSAP1,5635,Schizophrenia,MESH:D012559,,Carbamazepine|Valproic Acid,4.03,3
RGD1310819,301351,Schizophrenia,MESH:D012559,,Ketamine,4.03,3
RGD1561381,498340,Schizophrenia,MESH:D012559,,Ketamine,4.03,3
SNTB1,6641,Schizophrenia,MESH:D012559,,Carbamazepine|Valproic Acid,4.03,3
SPATS1,221409,"Schizophrenia, Paranoid",MESH:D012563,,Carbamazepine,4.03,2
TLN2,83660,Schizophrenia,MESH:D012559,,Cytarabine|Valproic Acid,4.03,3
TRAFD1,10906,Schizophrenia,MESH:D012559,,Chlorpromazine|Valproic Acid,4.03,25
TSPAN2,10100,Schizophrenia,MESH:D012559,,Carbamazepine|Valproic Acid,4.03,3
UBC,7316,"Schizophrenia, Catatonic",MESH:D012560,,Chlorpromazine,4.03,1
WARS,7453,"Schizophrenia, Catatonic",MESH:D012560,,Chlorpromazine,4.03,1
XPC,7508,"Schizophrenia, Catatonic",MESH:D012560,,Chlorpromazine,4.03,1
ZCCHC2,54877,Schizophrenia,MESH:D012559,,Carbamazepine|Valproic Acid,4.03,3
ACSF2,80221,Schizophrenia,MESH:D012559,,Tetrachloroethylene|Valproic Acid,4.02,3
APOA5,116519,Schizophrenia,MESH:D012559,,Clozapine|Phenobarbital,4.02,135
CD46,4179,Schizophrenia,MESH:D012559,,Copper|Valproic Acid,4.02,3
CHD4,1108,Schizophrenia,MESH:D012559,marker/mechanism,Methamphetamine|Phenobarbital,4.02,7
DACH1,1602,Schizophrenia,MESH:D012559,,Copper|Valproic Acid,4.02,3
FSTL3,10272,Schizophrenia,MESH:D012559,,Copper|Valproic Acid,4.02,3
GPR107,57720,"Schizophrenia, Paranoid",MESH:D012563,,Chlorpromazine,4.02,4
GRIN1,2902,"Schizophrenia, Catatonic",MESH:D012560,,Clozapine,4.02,1
HIST1H2BG,8339,Schizophrenia,MESH:D012559,,Copper|Valproic Acid,4.02,3
HIST3H2A,92815,Schizophrenia,MESH:D012559,,Copper|Valproic Acid,4.02,3
IL13,3596,"Schizophrenia, Paranoid",MESH:D012563,,donepezil,4.02,1
INSIG2,51141,"Schizophrenia, Catatonic",MESH:D012560,,Chlorpromazine,4.02,1
JUN,3725,"Schizophrenia, Disorganized",MESH:D012562,,Haloperidol,4.02,1
JUND,3727,"Schizophrenia, Catatonic",MESH:D012560,,Clozapine,4.02,1
MAP2K2,5605,"Schizophrenia, Catatonic",MESH:D012560,,Clozapine,4.02,1
MAP3K20,51776,Schizophrenia,MESH:D012559,,Copper|Valproic Acid,4.02,3
MATN3,4148,Schizophrenia,MESH:D012559,,Copper|Valproic Acid,4.02,3
MBPA,326281,"Schizophrenia, Paranoid",MESH:D012563,,Chlorpromazine,4.02,4
MYH14,79784,Schizophrenia,MESH:D012559,,Copper|Valproic Acid,4.02,3
NDUFV1,4723,Schizophrenia,MESH:D012559,,Copper|Valproic Acid,4.02,3
NPVF,64111,"Schizophrenia, Paranoid",MESH:D012563,,Chlorpromazine,4.02,4
PRR11,55771,Schizophrenia,MESH:D012559,,Folic Acid|Valproic Acid,4.02,4
RND1,27289,"Schizophrenia, Catatonic",MESH:D012560,,Chlorpromazine,4.02,1
RTCB,51493,"Schizophrenia, Paranoid",MESH:D012563,,Chlorpromazine,4.02,4
SCARB1,949,"Schizophrenia, Paranoid",MESH:D012563,,Sulpiride,4.02,2
SELENOK,58515,Schizophrenia,MESH:D012559,,Copper|Valproic Acid,4.02,3
SMAD9,4093,Schizophrenia,MESH:D012559,,Tetrachloroethylene|Valproic Acid,4.02,3
SNRPA1,6627,Schizophrenia,MESH:D012559,,Copper|Valproic Acid,4.02,3
STAM2,10254,Schizophrenia,MESH:D012559,,Copper|Valproic Acid,4.02,3
TXN1,22166,"Schizophrenia, Catatonic",MESH:D012560,,Chlorpromazine,4.02,1
UNC45B,146862,Schizophrenia,MESH:D012559,,Copper|Valproic Acid,4.02,3
VGLL3,389136,Schizophrenia,MESH:D012559,,Folic Acid|Valproic Acid,4.02,4
VIPAS39,63894,"Schizophrenia, Paranoid",MESH:D012563,,Chlorpromazine,4.02,4
VTN,7448,"Schizophrenia, Paranoid",MESH:D012563,,Diazepam,4.02,2
BATF3,55509,Schizophrenia,MESH:D012559,,Phenobarbital|Valproic Acid,4.01,3
CES2E,234673,Schizophrenia,MESH:D012559,,Phenobarbital|Valproic Acid,4.01,3
CKAP5,9793,Schizophrenia,MESH:D012559,,Phenobarbital|Valproic Acid,4.01,3
CRYAB,1410,"Schizophrenia, Catatonic",MESH:D012560,,Lithium,4.01,1
CSPP1,79848,Schizophrenia,MESH:D012559,,Phenobarbital|Valproic Acid,4.01,3
ENO3,2027,"Schizophrenia, Catatonic",MESH:D012560,,Chlorpromazine,4.01,1
HOMER2,9455,Schizophrenia,MESH:D012559,,Cocaine|Valproic Acid,4.01,3
ICN,336655,Schizophrenia,MESH:D012559,,Dehydroepiandrosterone,4.01,1
IMPACT,55364,Schizophrenia,MESH:D012559,,Phenobarbital|Valproic Acid,4.01,3
KIF2A,3796,Schizophrenia,MESH:D012559,,Phenobarbital|Valproic Acid,4.01,3
KTN1,3895,Schizophrenia,MESH:D012559,,Ketamine|Valproic Acid,4.01,5
LUC7L3,51747,Schizophrenia,MESH:D012559,,Phenobarbital|Valproic Acid,4.01,3
MARCH2,51257,Schizophrenia,MESH:D012559,,Phenobarbital|Valproic Acid,4.01,3
MASTL,84930,Schizophrenia,MESH:D012559,,Methamphetamine|Valproic Acid,4.01,7
MRPS18B,28973,"Schizophrenia, Paranoid",MESH:D012563,,Amitriptyline,4.01,1
PCGF5,84333,Schizophrenia,MESH:D012559,,Phenobarbital|Valproic Acid,4.01,3
PXK,54899,Schizophrenia,MESH:D012559,,Phenobarbital|Valproic Acid,4.01,3
RAB18,22931,Schizophrenia,MESH:D012559,,Phenobarbital|Valproic Acid,4.01,3
RAB2A,5862,Schizophrenia,MESH:D012559,,Phenobarbital|Valproic Acid,4.01,3
RAB6A,5870,Schizophrenia,MESH:D012559,,Haloperidol|Valproic Acid,4.01,96
SLC6A6,6533,"Schizophrenia, Catatonic",MESH:D012560,,Chlorpromazine,4.01,1
SPRR1A,6698,"Schizophrenia, Paranoid",MESH:D012563,,Amitriptyline,4.01,1
TNFRSF1B,7133,Schizophrenia,MESH:D012559,,Cocaine|Lipopolysaccharides|Valproic Acid,4.01,4
TOR1A,1861,"Schizophrenia, Paranoid",MESH:D012563,,Haloperidol,4.01,4
VAMP4,8674,Schizophrenia,MESH:D012559,,Phenobarbital|Valproic Acid,4.01,3
ZFAND2A,90637,"Schizophrenia, Catatonic",MESH:D012560,,Chlorpromazine,4.01,1
AADAT,51166,"Schizophrenia, Paranoid",MESH:D012563,,Amitriptyline,4.00,1
ABO2,296504,Schizophrenia,MESH:D012559,,Methamphetamine,4.00,5
C9,735,"Schizophrenia, Paranoid",MESH:D012563,,olanzapine,4.00,8
CENPCP1,1061,Schizophrenia,MESH:D012559,,Methamphetamine,4.00,5
CREG2,200407,"Schizophrenia, Paranoid",MESH:D012563,,Chlorpromazine,4.00,4
CTU2,348180,"Schizophrenia, Paranoid",MESH:D012563,,Chlorpromazine,4.00,4
CYP26C1,340665,"Schizophrenia, Paranoid",MESH:D012563,,Chlorpromazine,4.00,4
DDX19,192339,Schizophrenia,MESH:D012559,,Dextroamphetamine,4.00,1
EEF2KMT,196483,"Schizophrenia, Paranoid",MESH:D012563,,Chlorpromazine,4.00,4
GSTM3,2947,"Schizophrenia, Catatonic",MESH:D012560,,Lithium,4.00,1
HELZ2,85441,Schizophrenia,MESH:D012559,,Lipopolysaccharides|Valproic Acid,4.00,3
KLK8,11202,Schizophrenia,MESH:D012559,,Smoke|Valproic Acid,4.00,3
MTHFSD,64779,"Schizophrenia, Paranoid",MESH:D012563,,Chlorpromazine,4.00,4
PRKN,5071,Schizophrenia,MESH:D012559,,Dopamine|Methamphetamine,4.00,6
RFX5,5993,Schizophrenia,MESH:D012559,,Carbamazepine|Valproic Acid,4.00,3
RGD1308117,361066,Schizophrenia,MESH:D012559,,Methamphetamine,4.00,5
RGD1308706,291925,Schizophrenia,MESH:D012559,,Methamphetamine,4.00,5
